explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-034749,PRJ-01421,11.2,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034750,PRJ-00325,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-034751,PRJ-01066,9.6,Pending approvals,5.0,Continue routine monitoring
EXP-034752,PRJ-00281,14.4,Pending approvals,7.3,Escalate pending approval
EXP-034753,PRJ-03229,11.8,Pending approvals,6.0,Continue routine monitoring
EXP-034754,PRJ-04163,19.4,Rehabilitation delay,6.1,Accelerate rehabilitation workflow
EXP-034755,PRJ-01602,21.4,Rehabilitation delay,7.4,Accelerate rehabilitation workflow
EXP-034756,PRJ-04143,21.3,Legal dispute,5.7,Escalate legal review
EXP-034757,PRJ-04245,16.0,Pending approvals,5.5,Continue routine monitoring
EXP-034758,PRJ-02110,15.0,Rehabilitation delay,6.2,Accelerate rehabilitation workflow
EXP-034759,PRJ-00895,25.0,Rehabilitation delay,10.5,Accelerate rehabilitation workflow
EXP-034760,PRJ-03768,16.5,Stakeholder bottleneck,5.6,Continue routine monitoring
EXP-034761,PRJ-01083,12.2,Pending approvals,6.5,Continue routine monitoring
EXP-034762,PRJ-02663,40.3,Compensation delay,17.4,Prioritize compensation processing
EXP-034763,PRJ-04746,14.8,Pending approvals,5.0,Escalate pending approval
EXP-034764,PRJ-02494,17.9,Compensation delay,8.9,Prioritize compensation processing
EXP-034765,PRJ-03899,16.9,Rehabilitation delay,7.1,Accelerate rehabilitation workflow
EXP-034766,PRJ-01634,25.6,Legal dispute,7.3,Escalate legal review
EXP-034767,PRJ-03489,11.7,Pending approvals,5.0,Continue routine monitoring
EXP-034768,PRJ-00640,13.9,Pending approvals,6.2,Continue routine monitoring
EXP-034769,PRJ-00608,7.3,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034770,PRJ-03794,33.0,Legal dispute,18.0,Escalate legal review
EXP-034771,PRJ-04107,28.7,Legal dispute,10.9,Escalate legal review
EXP-034772,PRJ-00094,18.0,Pending approvals,5.5,Continue routine monitoring
EXP-034773,PRJ-00134,23.7,Legal dispute,8.4,Escalate legal review
EXP-034774,PRJ-03089,23.1,Incomplete documentation,12.6,Complete document verification
EXP-034775,PRJ-00287,20.0,Notification pending,5.0,Continue routine monitoring
EXP-034776,PRJ-02050,12.0,Pending approvals,5.4,Continue routine monitoring
EXP-034777,PRJ-02601,13.1,Pending approvals,5.0,Continue routine monitoring
EXP-034778,PRJ-03945,9.6,Pending approvals,5.0,Continue routine monitoring
EXP-034779,PRJ-01503,32.5,Pending approvals,16.2,Escalate pending approval
EXP-034780,PRJ-02439,12.8,Notification pending,6.4,Continue routine monitoring
EXP-034781,PRJ-00641,15.6,Legal dispute,5.0,Escalate legal review
EXP-034782,PRJ-04865,19.5,Rehabilitation delay,10.2,Accelerate rehabilitation workflow
EXP-034783,PRJ-04427,47.9,Compensation delay,23.7,Escalate legal review
EXP-034784,PRJ-00492,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-034785,PRJ-04622,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-034786,PRJ-03552,17.7,Notification pending,5.0,Continue routine monitoring
EXP-034787,PRJ-03818,20.9,Notification pending,10.9,Continue routine monitoring
EXP-034788,PRJ-00795,14.0,Pending approvals,5.0,Continue routine monitoring
EXP-034789,PRJ-01131,12.7,Pending approvals,5.3,Continue routine monitoring
EXP-034790,PRJ-04489,22.8,Compensation delay,7.8,Prioritize compensation processing
EXP-034791,PRJ-00019,15.4,Stakeholder bottleneck,5.3,Continue routine monitoring
EXP-034792,PRJ-00738,19.3,Pending approvals,10.1,Escalate pending approval
EXP-034793,PRJ-02583,35.3,Pending approvals,17.5,Escalate pending approval
EXP-034794,PRJ-00548,29.1,Compensation delay,12.9,Prioritize compensation processing
EXP-034795,PRJ-03727,19.1,Notification pending,9.7,Continue routine monitoring
EXP-034796,PRJ-03122,11.0,Pending approvals,5.3,Continue routine monitoring
EXP-034797,PRJ-01745,16.8,Legal dispute,9.2,Escalate legal review
EXP-034798,PRJ-04537,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-034799,PRJ-02442,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-034800,PRJ-01772,47.6,Pending approvals,24.9,Complete document verification
EXP-034801,PRJ-02446,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-034802,PRJ-00593,34.2,Compensation delay,11.9,Prioritize compensation processing
EXP-034803,PRJ-04324,17.5,Incomplete documentation,7.1,Complete document verification
EXP-034804,PRJ-00700,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-034805,PRJ-01083,16.9,Stakeholder bottleneck,6.1,Continue routine monitoring
EXP-034806,PRJ-00029,15.1,Pending approvals,5.1,Continue routine monitoring
EXP-034807,PRJ-00759,20.5,Compensation delay,8.6,Prioritize compensation processing
EXP-034808,PRJ-03529,30.7,Incomplete documentation,9.5,Complete document verification
EXP-034809,PRJ-04062,17.9,Stakeholder bottleneck,7.5,Continue routine monitoring
EXP-034810,PRJ-02801,10.6,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-034811,PRJ-00247,35.5,Pending approvals,17.0,Escalate legal review
EXP-034812,PRJ-00981,14.0,Notification pending,5.5,Continue routine monitoring
EXP-034813,PRJ-03187,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-034814,PRJ-04567,13.5,Notification pending,5.8,Continue routine monitoring
EXP-034815,PRJ-04247,52.4,Compensation delay,14.1,Escalate legal review
EXP-034816,PRJ-00504,13.0,Pending approvals,6.4,Continue routine monitoring
EXP-034817,PRJ-04390,19.0,Pending approvals,5.8,Continue routine monitoring
EXP-034818,PRJ-02202,39.6,Pending approvals,13.8,Complete document verification
EXP-034819,PRJ-03563,17.6,Compensation delay,5.2,Prioritize compensation processing
EXP-034820,PRJ-03944,28.0,Compensation delay,13.5,Prioritize compensation processing
EXP-034821,PRJ-01091,48.1,Legal dispute,22.7,Escalate legal review
EXP-034822,PRJ-01753,36.9,Legal dispute,12.2,Escalate legal review
EXP-034823,PRJ-00665,15.1,Pending approvals,6.3,Continue routine monitoring
EXP-034824,PRJ-00533,33.9,Rehabilitation delay,17.1,Accelerate rehabilitation workflow
EXP-034825,PRJ-03984,10.4,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034826,PRJ-00774,10.8,Possession pending,5.0,Continue routine monitoring
EXP-034827,PRJ-02576,21.7,Notification pending,8.6,Continue routine monitoring
EXP-034828,PRJ-02365,23.8,Compensation delay,9.5,Prioritize compensation processing
EXP-034829,PRJ-04287,15.7,Stakeholder bottleneck,7.9,Continue routine monitoring
EXP-034830,PRJ-04747,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-034831,PRJ-02196,21.3,Possession pending,8.2,Continue routine monitoring
EXP-034832,PRJ-03104,15.0,Pending approvals,6.1,Continue routine monitoring
EXP-034833,PRJ-03618,15.9,Pending approvals,7.6,Continue routine monitoring
EXP-034834,PRJ-03188,68.5,Pending approvals,21.0,Escalate legal review
EXP-034835,PRJ-04224,19.1,Legal dispute,8.0,Escalate legal review
EXP-034836,PRJ-04547,23.2,Legal dispute,11.0,Escalate legal review
EXP-034837,PRJ-00549,20.0,Incomplete documentation,10.7,Complete document verification
EXP-034838,PRJ-02756,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-034839,PRJ-03570,19.7,Stakeholder bottleneck,10.2,Continue routine monitoring
EXP-034840,PRJ-01110,8.3,Pending approvals,5.0,Continue routine monitoring
EXP-034841,PRJ-03609,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034842,PRJ-04106,52.1,Compensation delay,14.0,Prioritize compensation processing
EXP-034843,PRJ-03352,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-034844,PRJ-03312,23.7,Compensation delay,8.0,Prioritize compensation processing
EXP-034845,PRJ-02548,22.0,Possession pending,6.9,Continue routine monitoring
EXP-034846,PRJ-02514,12.6,Pending approvals,6.8,Continue routine monitoring
EXP-034847,PRJ-01340,25.0,Compensation delay,11.5,Prioritize compensation processing
EXP-034848,PRJ-03986,35.4,Compensation delay,15.7,Prioritize compensation processing
EXP-034849,PRJ-01836,11.6,Pending approvals,5.0,Escalate pending approval
EXP-034850,PRJ-01277,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-034851,PRJ-02241,19.6,Stakeholder bottleneck,7.4,Continue routine monitoring
EXP-034852,PRJ-03721,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-034853,PRJ-03290,7.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034854,PRJ-00783,12.6,Pending approvals,6.6,Continue routine monitoring
EXP-034855,PRJ-04909,33.8,Incomplete documentation,13.7,Complete document verification
EXP-034856,PRJ-02194,61.7,Pending approvals,18.1,Prioritize compensation processing
EXP-034857,PRJ-04692,28.5,Legal dispute,7.3,Escalate legal review
EXP-034858,PRJ-04701,19.6,Rehabilitation delay,7.4,Accelerate rehabilitation workflow
EXP-034859,PRJ-03011,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-034860,PRJ-02259,10.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034861,PRJ-04719,20.9,Legal dispute,5.4,Escalate legal review
EXP-034862,PRJ-00768,11.8,Notification pending,5.0,Continue routine monitoring
EXP-034863,PRJ-04463,18.9,Notification pending,6.8,Continue routine monitoring
EXP-034864,PRJ-02260,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-034865,PRJ-03074,31.3,Compensation delay,16.6,Prioritize compensation processing
EXP-034866,PRJ-00001,6.1,Pending approvals,5.0,Continue routine monitoring
EXP-034867,PRJ-04546,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-034868,PRJ-01675,64.3,Pending approvals,29.4,Prioritize compensation processing
EXP-034869,PRJ-02388,18.6,Legal dispute,8.3,Escalate legal review
EXP-034870,PRJ-04830,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-034871,PRJ-03817,15.5,Rehabilitation delay,5.9,Accelerate rehabilitation workflow
EXP-034872,PRJ-03106,34.1,Legal dispute,16.4,Escalate legal review
EXP-034873,PRJ-00619,14.7,Pending approvals,8.0,Escalate pending approval
EXP-034874,PRJ-04608,15.1,Notification pending,5.0,Continue routine monitoring
EXP-034875,PRJ-01677,23.3,Compensation delay,8.6,Prioritize compensation processing
EXP-034876,PRJ-01727,22.7,Compensation delay,5.8,Prioritize compensation processing
EXP-034877,PRJ-00197,14.3,Notification pending,5.7,Continue routine monitoring
EXP-034878,PRJ-01612,13.2,Rehabilitation delay,7.3,Accelerate rehabilitation workflow
EXP-034879,PRJ-00053,28.4,Rehabilitation delay,15.2,Accelerate rehabilitation workflow
EXP-034880,PRJ-00097,11.9,Pending approvals,6.5,Continue routine monitoring
EXP-034881,PRJ-02397,13.5,Pending approvals,5.0,Continue routine monitoring
EXP-034882,PRJ-04938,24.0,Compensation delay,9.0,Prioritize compensation processing
EXP-034883,PRJ-03687,15.8,Pending approvals,8.4,Continue routine monitoring
EXP-034884,PRJ-01254,19.9,Notification pending,9.9,Continue routine monitoring
EXP-034885,PRJ-00660,9.1,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034886,PRJ-01773,19.6,Notification pending,7.5,Continue routine monitoring
EXP-034887,PRJ-00230,17.5,Stakeholder bottleneck,7.1,Continue routine monitoring
EXP-034888,PRJ-03739,15.7,Compensation delay,7.9,Prioritize compensation processing
EXP-034889,PRJ-03082,30.8,Legal dispute,12.6,Escalate legal review
EXP-034890,PRJ-02861,13.5,Pending approvals,5.0,Escalate pending approval
EXP-034891,PRJ-00546,26.8,Pending approvals,13.8,Escalate pending approval
EXP-034892,PRJ-04224,30.9,Rehabilitation delay,13.7,Accelerate rehabilitation workflow
EXP-034893,PRJ-02937,15.4,Pending approvals,5.0,Continue routine monitoring
EXP-034894,PRJ-04301,15.1,Pending approvals,6.8,Continue routine monitoring
EXP-034895,PRJ-03057,18.2,Stakeholder bottleneck,9.9,Continue routine monitoring
EXP-034896,PRJ-03375,14.8,Pending approvals,5.9,Escalate pending approval
EXP-034897,PRJ-03552,17.2,Notification pending,9.4,Continue routine monitoring
EXP-034898,PRJ-01543,31.4,Compensation delay,13.6,Prioritize compensation processing
EXP-034899,PRJ-03777,46.3,Compensation delay,21.6,Prioritize compensation processing
EXP-034900,PRJ-03282,19.8,Stakeholder bottleneck,7.2,Continue routine monitoring
EXP-034901,PRJ-04601,19.4,Pending approvals,9.4,Escalate pending approval
EXP-034902,PRJ-01552,16.7,Pending approvals,8.9,Continue routine monitoring
EXP-034903,PRJ-03748,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-034904,PRJ-03084,12.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034905,PRJ-03710,17.5,Notification pending,9.6,Continue routine monitoring
EXP-034906,PRJ-02010,24.9,Compensation delay,9.2,Prioritize compensation processing
EXP-034907,PRJ-04449,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-034908,PRJ-04969,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-034909,PRJ-03358,11.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034910,PRJ-04423,30.6,Pending approvals,13.7,Escalate pending approval
EXP-034911,PRJ-02776,12.8,Pending approvals,6.6,Continue routine monitoring
EXP-034912,PRJ-00502,16.3,Rehabilitation delay,7.7,Accelerate rehabilitation workflow
EXP-034913,PRJ-02001,16.0,Pending approvals,6.4,Continue routine monitoring
EXP-034914,PRJ-02260,10.7,Notification pending,5.0,Continue routine monitoring
EXP-034915,PRJ-01912,8.4,Pending approvals,5.0,Continue routine monitoring
EXP-034916,PRJ-00252,29.4,Compensation delay,14.2,Prioritize compensation processing
EXP-034917,PRJ-01992,15.1,Rehabilitation delay,7.8,Accelerate rehabilitation workflow
EXP-034918,PRJ-03411,13.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034919,PRJ-03094,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-034920,PRJ-01831,51.6,Compensation delay,19.1,Escalate legal review
EXP-034921,PRJ-03123,20.4,Stakeholder bottleneck,6.6,Continue routine monitoring
EXP-034922,PRJ-02234,11.3,Stakeholder bottleneck,6.2,Continue routine monitoring
EXP-034923,PRJ-02459,18.2,Pending approvals,8.7,Escalate pending approval
EXP-034924,PRJ-02863,12.1,Pending approvals,5.0,Continue routine monitoring
EXP-034925,PRJ-04136,13.5,Pending approvals,5.0,Continue routine monitoring
EXP-034926,PRJ-04908,28.1,Compensation delay,13.5,Prioritize compensation processing
EXP-034927,PRJ-00744,11.5,Pending approvals,5.0,Continue routine monitoring
EXP-034928,PRJ-03267,16.9,Notification pending,8.5,Continue routine monitoring
EXP-034929,PRJ-03438,10.0,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034930,PRJ-00514,39.4,Compensation delay,21.5,Prioritize compensation processing
EXP-034931,PRJ-02159,18.0,Legal dispute,6.9,Escalate legal review
EXP-034932,PRJ-04541,25.8,Incomplete documentation,9.3,Complete document verification
EXP-034933,PRJ-01942,16.3,Notification pending,8.9,Continue routine monitoring
EXP-034934,PRJ-03142,9.3,Pending approvals,5.0,Continue routine monitoring
EXP-034935,PRJ-03999,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-034936,PRJ-02301,61.3,Pending approvals,29.1,Escalate legal review
EXP-034937,PRJ-01991,45.1,Legal dispute,13.0,Escalate legal review
EXP-034938,PRJ-01780,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-034939,PRJ-01965,16.9,Compensation delay,6.7,Prioritize compensation processing
EXP-034940,PRJ-03248,35.8,Compensation delay,9.6,Prioritize compensation processing
EXP-034941,PRJ-00174,9.2,Pending approvals,5.0,Continue routine monitoring
EXP-034942,PRJ-02502,9.4,Pending approvals,5.1,Continue routine monitoring
EXP-034943,PRJ-04273,27.2,Incomplete documentation,9.9,Complete document verification
EXP-034944,PRJ-03066,58.0,Compensation delay,16.7,Prioritize compensation processing
EXP-034945,PRJ-00479,9.4,Pending approvals,5.2,Continue routine monitoring
EXP-034946,PRJ-04564,19.8,Pending approvals,7.3,Escalate pending approval
EXP-034947,PRJ-03252,10.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034948,PRJ-00770,31.3,Compensation delay,13.9,Prioritize compensation processing
EXP-034949,PRJ-00776,13.5,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-034950,PRJ-01770,75.3,Pending approvals,37.9,Escalate legal review
EXP-034951,PRJ-04447,36.9,Pending approvals,17.5,Complete document verification
EXP-034952,PRJ-01433,12.2,Pending approvals,5.0,Continue routine monitoring
EXP-034953,PRJ-01912,23.8,Pending approvals,9.9,Escalate pending approval
EXP-034954,PRJ-01640,9.0,Pending approvals,5.0,Continue routine monitoring
EXP-034955,PRJ-00218,4.0,Pending approvals,5.0,Continue routine monitoring
EXP-034956,PRJ-00140,19.1,Incomplete documentation,5.1,Complete document verification
EXP-034957,PRJ-02100,15.8,Possession pending,7.2,Continue routine monitoring
EXP-034958,PRJ-03578,30.7,Pending approvals,10.4,Prioritize compensation processing
EXP-034959,PRJ-02406,16.9,Pending approvals,8.3,Continue routine monitoring
EXP-034960,PRJ-04761,25.8,Incomplete documentation,11.1,Complete document verification
EXP-034961,PRJ-04857,19.9,Pending approvals,6.3,Continue routine monitoring
EXP-034962,PRJ-00141,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-034963,PRJ-01336,12.8,Possession pending,6.3,Continue routine monitoring
EXP-034964,PRJ-02399,18.8,Notification pending,5.0,Continue routine monitoring
EXP-034965,PRJ-01099,12.3,Pending approvals,5.0,Continue routine monitoring
EXP-034966,PRJ-00292,17.7,Compensation delay,7.8,Prioritize compensation processing
EXP-034967,PRJ-04612,16.6,Pending approvals,5.9,Escalate pending approval
EXP-034968,PRJ-03724,9.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034969,PRJ-01294,20.6,Stakeholder bottleneck,5.6,Continue routine monitoring
EXP-034970,PRJ-04913,17.6,Compensation delay,7.3,Prioritize compensation processing
EXP-034971,PRJ-00661,18.3,Compensation delay,9.3,Prioritize compensation processing
EXP-034972,PRJ-03218,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-034973,PRJ-03385,11.9,Pending approvals,5.7,Continue routine monitoring
EXP-034974,PRJ-04845,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-034975,PRJ-04322,30.0,Pending approvals,13.9,Escalate pending approval
EXP-034976,PRJ-04797,5.4,Pending approvals,5.0,Continue routine monitoring
EXP-034977,PRJ-01303,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-034978,PRJ-02547,33.7,Pending approvals,15.1,Escalate pending approval
EXP-034979,PRJ-04577,38.8,Pending approvals,16.9,Complete document verification
EXP-034980,PRJ-01134,20.5,Legal dispute,5.6,Escalate legal review
